account_id,customer_age,home_state,monthly_income,account_age_days,typical_amount,customer_segment
ACC-00963,33,SP,8738.09,87,1379.49,Varejo
ACC-00964,64,SP,3051.63,733,289.45,Empresarial
ACC-00965,32,GO,10626.03,2841,1492.13,Varejo
ACC-00966,30,SP,6313.35,796,175.86,Varejo
ACC-00967,69,MG,968.48,2455,109.47,Alta renda
ACC-00968,74,SP,1952.52,1593,220.49,Alta renda
ACC-00969,64,MG,5604.11,4656,545.52,Varejo
ACC-00970,46,SP,1486.28,1306,53.51,Empresarial
ACC-00971,59,BA,5216.17,408,305.14,Varejo
ACC-00972,74,RS,9402.21,1716,992.41,Varejo
ACC-00973,20,MG,3215.36,3660,95.39,Varejo
ACC-00974,75,PR,9556.72,3756,902.31,Varejo
ACC-00975,40,GO,9050.34,815,904.41,Varejo
ACC-00976,39,SP,3689.98,126,584.65,Varejo
ACC-00977,52,MG,3745.52,4377,585.01,Digital
ACC-00978,53,SP,4306.17,3261,446.27,Alta renda
ACC-00979,36,SP,5111.16,2321,755.59,Varejo
ACC-00980,25,RS,1390.82,551,150.25,Alta renda
ACC-00981,71,SP,3483.54,433,354.94,Varejo
ACC-00982,74,SP,1289.98,4936,99.72,Varejo
ACC-00983,60,BA,3058.45,1930,396.07,Empresarial
ACC-00984,70,SP,3318.89,513,155.12,Varejo
ACC-00985,23,RJ,1174.59,1152,58.74,Varejo
ACC-00986,32,GO,1683.62,2921,190.35,Varejo
ACC-00987,77,BA,2954.96,4692,371.09,Varejo
ACC-00988,70,SP,15587.5,3809,568.39,Alta renda
ACC-00989,75,PR,1554.05,3796,247.07,Alta renda
ACC-00990,36,PR,4150.4,372,548.26,Digital
ACC-00991,36,GO,2141.35,144,116.38,Alta renda
ACC-00992,61,BA,2999.56,1691,384.15,Varejo
ACC-00993,36,MG,7261.66,2321,336.55,Digital
ACC-00994,57,GO,4683.54,2736,611.28,Varejo
ACC-00995,32,RJ,5048.04,3810,326.17,Varejo
ACC-00996,32,SP,5258.98,4186,272.4,Varejo
ACC-00997,56,RJ,5564.01,452,419.64,Varejo
ACC-00998,53,SP,939.16,2184,97.42,Varejo
ACC-00999,32,MG,4919.34,4700,512.88,Alta renda
ACC-01000,66,PR,3621.69,1207,262.53,Digital
ACC-01001,49,SP,4955.95,2994,619.59,Empresarial
ACC-01002,74,DF,6592.22,3556,589.44,Varejo
ACC-01003,40,SP,5014.96,4990,422.66,Digital
ACC-01004,66,SP,5995.48,170,700.93,Varejo
ACC-01005,73,SP,1787.46,2445,216.87,Digital
ACC-01006,74,DF,5120.84,3606,802.05,Varejo
ACC-01007,51,SC,3565.2,2290,120.45,Alta renda
ACC-01008,31,SP,3618.37,807,560.46,Alta renda
ACC-01009,55,MG,8911.41,4650,483.35,Varejo
ACC-01010,41,MG,2786.0,2416,115.59,Digital
ACC-01011,50,GO,2481.72,2166,285.13,Varejo
ACC-01012,64,SP,1629.75,1933,94.02,Digital
ACC-01013,75,MG,3158.52,2074,356.09,Digital
ACC-01014,67,MG,7676.71,1648,658.01,Digital
ACC-01015,64,RJ,1294.57,1672,202.36,Digital
ACC-01016,42,MG,4506.57,2894,580.79,Alta renda
ACC-01017,25,GO,737.82,482,63.46,Varejo
ACC-01018,43,RS,2443.85,2392,282.65,Varejo
ACC-01019,33,MG,5086.62,3260,158.85,Varejo
ACC-01020,26,SP,2697.11,4311,257.73,Varejo
ACC-01021,22,SP,1752.29,4672,237.48,Digital
ACC-01022,60,MG,3012.87,3367,280.63,Alta renda
ACC-01023,66,MG,7280.25,3203,596.37,Varejo
ACC-01024,27,PE,10094.62,2217,602.02,Varejo
ACC-01025,23,PR,10228.54,219,891.22,Digital
ACC-01026,54,SP,5963.95,363,777.18,Digital
ACC-01027,69,BA,4838.58,2019,587.04,Varejo
ACC-01028,60,SP,7264.79,144,312.9,Varejo
ACC-01029,21,RJ,1805.08,3148,124.88,Varejo
ACC-01030,49,SP,2038.6,549,159.95,Alta renda
ACC-01031,55,RJ,8861.86,4199,709.17,Empresarial
ACC-01032,42,SP,6678.03,4219,1034.42,Digital
ACC-01033,65,DF,6760.17,917,908.06,Digital
ACC-01034,31,SP,4421.29,1369,266.26,Alta renda
ACC-01035,24,RJ,2238.93,2867,249.97,Varejo
ACC-01036,67,MG,1896.82,2721,108.31,Varejo
ACC-01037,59,SP,7042.58,3347,596.71,Digital
ACC-01038,62,MG,7737.53,2587,810.97,Alta renda
ACC-01039,53,DF,1847.69,2415,148.86,Digital
ACC-01040,44,MG,2366.85,1925,216.85,Digital
ACC-01041,38,RJ,3580.0,1171,341.41,Varejo
ACC-01042,46,SP,6758.22,2811,287.99,Varejo
ACC-01043,39,SP,3067.6,3484,186.31,Digital
ACC-01044,58,SP,2199.65,4126,225.26,Varejo
ACC-01045,60,SP,7276.99,2594,771.5,Varejo
ACC-01046,32,RJ,5643.32,3139,854.4,Varejo
ACC-01047,65,RS,2437.51,4173,72.28,Digital
ACC-01048,24,PE,2493.44,3338,372.65,Varejo
ACC-01049,55,RJ,7875.28,2785,345.27,Varejo
ACC-01050,26,MG,1664.75,4759,206.35,Alta renda
ACC-01051,48,SP,3164.12,2238,263.71,Empresarial
ACC-01052,67,GO,5125.84,2954,815.71,Varejo
ACC-01053,70,RJ,4259.26,1655,223.05,Varejo
ACC-01054,68,SP,7003.18,1551,222.32,Digital
ACC-01055,74,SP,1258.71,3986,127.07,Varejo
ACC-01056,45,RS,3871.69,94,488.93,Varejo
ACC-01057,49,MG,4655.27,2040,631.87,Varejo
ACC-01058,23,SP,4754.46,1379,702.61,Alta renda
ACC-01059,38,MG,5569.13,3718,667.45,Empresarial
ACC-01060,66,SP,1792.8,2801,285.58,Varejo
ACC-01061,74,PE,9792.23,4699,295.26,Digital
ACC-01062,59,SP,5141.64,4418,374.7,Varejo
ACC-01063,42,RJ,5510.49,1050,218.39,Digital
ACC-01064,58,BA,2630.78,463,320.31,Digital
ACC-01065,63,SP,4304.81,2225,384.23,Varejo
ACC-01066,61,BA,9088.81,774,886.02,Varejo
ACC-01067,57,BA,3790.05,3905,241.9,Alta renda
ACC-01068,59,SP,4345.87,2018,624.72,Alta renda
ACC-01069,62,RJ,4702.57,37,417.48,Varejo
ACC-01070,24,SP,1324.13,1540,35.0,Varejo
ACC-01071,71,SP,3421.51,2142,167.59,Digital
ACC-01072,38,RJ,6005.68,1790,639.07,Varejo
ACC-01073,76,RJ,2786.23,4951,310.17,Digital
ACC-01074,41,SP,3724.14,2206,481.81,Alta renda
ACC-01075,38,BA,3747.01,1556,199.9,Digital
ACC-01076,72,RS,1370.64,3371,55.49,Digital
ACC-01077,42,SP,6456.23,2455,545.71,Empresarial
ACC-01078,32,RS,1587.43,1047,56.39,Alta renda
ACC-01079,18,SP,5037.85,1129,566.29,Digital
ACC-01080,55,SP,3509.27,3688,487.16,Empresarial
ACC-01081,54,RS,3066.43,1145,252.09,Alta renda
ACC-01082,18,SC,3997.43,2711,128.61,Varejo
ACC-01083,25,RJ,6247.22,115,941.15,Digital
ACC-01084,37,MG,6494.74,327,989.33,Digital
ACC-01085,22,BA,2893.66,4080,206.48,Alta renda
ACC-01086,42,PR,3439.56,4458,431.64,Digital
ACC-01087,48,DF,2189.37,2264,113.56,Varejo
ACC-01088,49,SP,1480.34,1910,194.16,Varejo
ACC-01089,58,SC,7101.85,3264,268.98,Empresarial
ACC-01090,77,RJ,1875.79,3752,226.57,Varejo
ACC-01091,45,RJ,2373.34,1951,146.44,Varejo
ACC-01092,18,RS,4898.15,3343,456.74,Varejo
ACC-01093,70,DF,1594.0,2358,176.13,Varejo
ACC-01094,55,SP,5229.45,1410,725.89,Alta renda
ACC-01095,52,SP,2211.81,931,194.1,Alta renda
ACC-01096,73,BA,1828.63,3463,170.18,Varejo
ACC-01097,74,SP,2624.29,152,130.58,Digital
ACC-01098,62,RJ,2201.32,359,162.22,Alta renda
ACC-01099,27,SP,4462.38,1526,410.88,Varejo
ACC-01100,40,SP,9621.81,1104,793.09,Varejo
ACC-01101,23,SP,5932.12,2180,595.06,Empresarial
ACC-01102,62,SP,5178.19,4518,818.25,Varejo
ACC-01103,65,SP,2565.85,1956,99.04,Empresarial
ACC-01104,60,SP,3272.35,528,291.35,Digital
ACC-01105,25,PR,4064.47,4102,104.1,Digital
ACC-01106,38,MG,3643.43,3551,150.14,Varejo
ACC-01107,23,SP,4150.52,383,251.58,Empresarial
ACC-01108,34,BA,1729.93,4269,263.7,Digital
ACC-01109,33,DF,11856.36,3627,1666.31,Digital
ACC-01110,55,PE,1570.25,2286,39.57,Alta renda
ACC-01111,39,SP,3394.03,188,415.56,Digital
ACC-01112,61,SP,6381.95,279,248.27,Varejo
ACC-01113,20,PR,2293.67,2078,221.57,Empresarial
ACC-01114,39,SC,7365.02,4289,557.28,Varejo
ACC-01115,19,PR,1485.96,4247,201.29,Varejo
ACC-01116,71,SP,2291.6,3615,212.61,Varejo
ACC-01117,71,GO,805.26,3921,101.21,Varejo
ACC-01118,52,RS,7261.43,2767,889.75,Varejo
ACC-01119,65,RS,1705.24,4822,251.36,Varejo
ACC-01120,43,RJ,2359.91,859,274.47,Digital
ACC-01121,47,SP,6080.4,1175,688.0,Digital
ACC-01122,56,RS,4616.33,3729,343.95,Varejo
ACC-01123,43,SP,7365.12,3522,703.41,Varejo
ACC-01124,46,SP,5613.26,3847,238.57,Alta renda
ACC-01125,24,SP,6573.1,549,862.2,Alta renda
ACC-01126,33,SP,2693.56,1178,82.2,Varejo
ACC-01127,59,PE,3480.2,56,144.85,Digital
ACC-01128,71,BA,5945.38,469,487.48,Varejo
ACC-01129,31,SP,5996.98,1170,502.47,Varejo
ACC-01130,29,SP,6798.41,3942,1068.27,Varejo
ACC-01131,45,RJ,2234.57,3097,251.69,Varejo
ACC-01132,56,SP,1802.53,4509,152.49,Varejo
ACC-01133,35,SP,1625.76,386,249.58,Digital
ACC-01134,75,SP,2701.65,2538,417.71,Varejo
ACC-01135,53,SP,3440.79,1545,349.86,Varejo
ACC-01136,20,SP,1691.77,739,107.77,Alta renda
ACC-01137,51,PE,3259.9,403,264.17,Varejo
ACC-01138,33,SP,5537.98,3232,828.73,Digital
ACC-01139,52,SP,6986.47,1350,795.74,Digital
ACC-01140,74,MG,2507.89,2392,157.11,Varejo
ACC-01141,70,MG,5313.41,2086,489.69,Digital
ACC-01142,26,MG,1602.38,2556,191.39,Empresarial
ACC-01143,75,RJ,2391.76,1576,194.42,Varejo
ACC-01144,48,SP,3936.49,2063,413.89,Digital
ACC-01145,52,SP,2414.11,2476,385.21,Varejo
ACC-01146,75,PR,2214.12,331,95.74,Varejo
ACC-01147,57,SC,4372.47,4803,510.31,Alta renda
ACC-01148,27,SP,1928.33,1934,275.27,Digital
ACC-01149,74,DF,3946.57,525,384.74,Varejo
ACC-01150,22,DF,3424.85,1568,313.51,Empresarial
ACC-01151,31,SP,5109.77,2925,351.07,Digital
ACC-01152,34,RJ,5995.15,3888,576.01,Varejo
ACC-01153,74,DF,4002.16,839,506.75,Empresarial
ACC-01154,26,RJ,2656.64,4644,341.4,Digital
ACC-01155,32,BA,7063.09,1361,783.67,Alta renda
ACC-01156,18,SP,4168.33,1858,457.63,Digital
ACC-01157,18,SP,2069.63,1672,276.51,Varejo
ACC-01158,47,RS,4101.68,3574,151.91,Varejo
ACC-01159,75,SP,2462.15,3292,245.07,Varejo
ACC-01160,46,RJ,710.23,1253,111.98,Varejo
ACC-01161,43,SP,1965.45,4229,138.68,Varejo
ACC-01162,76,SP,2865.3,652,372.67,Varejo
ACC-01163,32,RS,2721.75,2517,229.87,Varejo
ACC-01164,73,MG,1348.58,216,87.0,Varejo
ACC-01165,65,SP,2919.87,2234,225.18,Varejo
ACC-01166,18,GO,4836.54,2627,656.1,Varejo
ACC-01167,34,SP,1746.93,3628,189.92,Digital
ACC-01168,44,SC,4329.93,4286,546.61,Varejo
ACC-01169,68,RJ,981.56,3056,71.64,Alta renda
ACC-01170,29,GO,5088.45,1540,334.14,Varejo
ACC-01171,21,BA,2535.53,2739,127.33,Empresarial
ACC-01172,40,SP,1533.3,3950,240.35,Digital
ACC-01173,32,DF,7528.09,2738,563.37,Digital
ACC-01174,38,SP,4953.24,3512,655.71,Varejo
ACC-01175,53,SP,6783.78,462,525.83,Varejo
ACC-01176,49,SP,4476.38,3122,443.09,Digital
ACC-01177,57,RJ,4584.05,929,649.5,Alta renda
ACC-01178,24,RS,2850.97,3034,151.29,Empresarial
ACC-01179,47,RJ,4811.28,4584,474.01,Varejo
ACC-01180,74,MG,3463.25,1216,200.79,Empresarial
ACC-01181,32,SP,2414.87,4099,380.84,Empresarial
ACC-01182,50,PE,3233.76,4413,482.83,Varejo
ACC-01183,70,RJ,1597.77,359,139.56,Varejo
ACC-01184,29,SP,3593.24,3109,223.05,Digital
ACC-01185,73,PR,4859.82,3179,524.2,Varejo
ACC-01186,43,MG,3960.16,4993,561.8,Varejo
ACC-01187,21,SP,5276.76,3061,592.5,Varejo
ACC-01188,68,SP,2986.59,3248,413.02,Varejo
ACC-01189,32,MG,3731.08,3288,514.44,Empresarial
ACC-01190,43,MG,3719.62,784,170.91,Varejo
ACC-01191,58,GO,12731.7,869,1144.55,Varejo
ACC-01192,49,SP,1573.47,3221,92.08,Digital
ACC-01193,65,RJ,13483.5,51,440.27,Empresarial
ACC-01194,69,MG,2279.98,863,86.79,Digital
ACC-01195,63,MG,2940.65,1220,457.0,Varejo
ACC-01196,27,RJ,4372.9,2171,611.06,Digital
ACC-01197,31,PE,5315.36,4100,779.77,Varejo
ACC-01198,75,SP,3592.19,2215,169.0,Digital
ACC-01199,29,SP,4219.83,4128,258.25,Varejo
ACC-01200,75,RS,8987.16,906,550.2,Alta renda
ACC-01201,43,SP,19595.48,119,1636.75,Varejo
ACC-01202,33,GO,4769.48,4204,654.52,Varejo
ACC-01203,38,SP,5740.02,2366,569.86,Varejo
ACC-01204,36,SP,3436.47,702,359.75,Varejo
ACC-01205,43,SP,10684.37,3665,1493.5,Empresarial
ACC-01206,55,SC,3406.79,3765,260.34,Digital
ACC-01207,53,GO,5088.57,3599,725.62,Varejo
ACC-01208,72,DF,1870.35,2622,297.0,Digital
ACC-01209,47,BA,661.07,3863,60.37,Digital
ACC-01210,31,MG,15828.22,3576,1800.42,Varejo
ACC-01211,29,RJ,7297.44,2642,964.82,Digital
ACC-01212,43,SP,6625.61,2429,347.87,Varejo
ACC-01213,23,RJ,2016.16,3856,150.35,Digital
ACC-01214,76,MG,1286.49,765,40.69,Varejo
ACC-01215,76,SP,3152.58,1933,483.32,Varejo
ACC-01216,76,SP,3963.19,3093,345.48,Alta renda
ACC-01217,27,DF,5846.1,4268,530.2,Digital
ACC-01218,60,SP,3702.28,2971,129.02,Varejo
ACC-01219,42,SP,8379.33,1366,1210.19,Varejo
ACC-01220,44,SP,4596.85,1907,340.17,Varejo
ACC-01221,22,PR,4487.41,342,245.99,Empresarial
ACC-01222,36,SP,7767.52,1188,635.81,Alta renda
ACC-01223,38,MG,2393.77,1512,198.83,Digital
ACC-01224,75,DF,4711.56,1240,509.24,Empresarial
ACC-01225,70,SC,2574.01,975,237.1,Varejo
ACC-01226,48,RS,2383.29,370,149.67,Varejo
ACC-01227,44,DF,9731.07,3310,412.41,Alta renda
ACC-01228,70,SP,7430.34,2057,323.07,Varejo
ACC-01229,27,SP,5195.23,3598,547.96,Digital
ACC-01230,66,RS,8542.48,4482,1049.89,Varejo
ACC-01231,59,PE,4688.57,3927,186.45,Varejo
ACC-01232,44,PR,8793.45,3084,886.55,Varejo
ACC-01233,42,RJ,2139.19,2098,276.99,Empresarial
ACC-01234,25,RJ,3356.43,280,103.49,Digital
ACC-01235,65,RS,4718.29,44,623.82,Varejo
ACC-01236,43,GO,1932.0,2685,100.63,Varejo
ACC-01237,65,SP,2396.61,1918,317.5,Varejo
ACC-01238,64,GO,1663.07,4947,177.71,Varejo
ACC-01239,75,SP,5708.96,4773,628.65,Empresarial
ACC-01240,76,SP,2743.47,3097,110.97,Varejo
ACC-01241,34,RJ,4393.86,4653,626.85,Varejo
ACC-01242,45,SP,5176.91,1447,406.73,Varejo
ACC-01243,19,MG,3341.08,3223,256.89,Digital
ACC-01244,69,RJ,3753.68,704,528.68,Alta renda
ACC-01245,61,SP,4040.08,1686,250.28,Digital
ACC-01246,33,PE,4860.75,3344,683.17,Digital
ACC-01247,61,RJ,8755.42,1036,475.36,Varejo
ACC-01248,72,BA,1828.06,614,274.47,Digital
ACC-01249,46,SP,3920.27,4106,259.06,Varejo
ACC-01250,35,SC,1715.07,633,242.23,Digital
ACC-01251,46,SP,9368.06,1774,274.49,Alta renda
ACC-01252,41,PR,1144.6,1522,106.54,Varejo
ACC-01253,59,RS,4118.11,3358,526.92,Varejo
ACC-01254,61,RJ,2833.69,1434,185.48,Alta renda
ACC-01255,21,BA,2561.02,2788,87.83,Varejo
ACC-01256,69,PR,5847.55,4821,445.35,Digital
ACC-01257,75,SP,5199.92,2532,513.42,Varejo
ACC-01258,30,SC,2004.1,3335,63.6,Digital
ACC-01259,22,RJ,4976.61,1923,244.01,Varejo
ACC-01260,50,SP,4446.81,1847,462.73,Digital
ACC-01261,24,RJ,2293.73,1329,238.36,Alta renda
ACC-01262,49,SC,1453.46,4689,176.26,Empresarial
ACC-01263,31,RS,6135.65,3608,403.3,Digital
ACC-01264,70,MG,5767.7,4217,568.6,Digital
ACC-01265,44,DF,5146.9,3270,623.04,Varejo
ACC-01266,52,PR,2634.33,4868,290.82,Varejo
ACC-01267,62,RJ,8018.66,1511,1003.4,Empresarial
ACC-01268,35,BA,33416.09,3750,1148.87,Varejo
ACC-01269,75,PR,4084.96,4553,459.66,Digital
ACC-01270,25,BA,5175.59,544,261.41,Alta renda
ACC-01271,36,RS,2180.71,3035,170.75,Digital
ACC-01272,46,PE,2192.78,2745,191.94,Digital
ACC-01273,24,GO,11334.93,4402,474.77,Varejo
ACC-01274,21,DF,15777.15,2017,704.43,Empresarial
ACC-01275,49,SC,3131.24,1345,119.22,Varejo
ACC-01276,70,PE,2407.51,3801,145.16,Varejo
ACC-01277,39,SP,2027.77,3609,247.25,Empresarial
ACC-01278,46,BA,2474.32,107,165.28,Digital
ACC-01279,40,GO,3784.71,1905,372.55,Varejo
ACC-01280,50,RJ,1639.58,3652,238.79,Varejo
ACC-01281,63,SP,2314.52,4195,118.08,Alta renda
ACC-01282,33,SP,6707.44,4456,448.76,Varejo
ACC-01283,74,RJ,3271.21,738,339.93,Empresarial
ACC-01284,67,SP,2200.35,4571,59.01,Empresarial
ACC-01285,31,SC,1706.75,2711,187.91,Digital
ACC-01286,64,SP,7234.38,1739,313.69,Varejo
ACC-01287,26,SP,1847.72,3123,282.64,Digital
ACC-01288,27,RJ,3307.95,1142,502.66,Varejo
ACC-01289,63,RJ,6910.28,4377,516.11,Digital
ACC-01290,74,SP,5132.59,4013,430.17,Digital
ACC-01291,51,RJ,4373.54,1365,501.27,Varejo
ACC-01292,40,SP,4400.77,3898,437.31,Varejo
ACC-01293,20,SP,1966.43,1626,303.85,Digital
ACC-01294,27,SP,2277.31,2366,328.55,Varejo
ACC-01295,19,PR,2685.6,4471,376.75,Varejo
ACC-01296,24,BA,568.22,3749,50.87,Varejo
ACC-01297,36,SP,2770.94,4294,268.87,Varejo
ACC-01298,60,RS,3399.36,3547,163.55,Varejo
ACC-01299,24,PR,3436.3,1544,476.86,Digital
ACC-01300,32,MG,3348.6,301,273.24,Varejo
ACC-01301,54,MG,4137.36,4223,502.35,Alta renda
ACC-01302,60,RS,4317.35,4476,274.53,Varejo
ACC-01303,46,SP,10427.05,2191,1474.76,Digital
ACC-01304,62,SP,4012.51,1660,394.18,Varejo
ACC-01305,75,MG,6303.35,487,596.11,Alta renda
ACC-01306,18,RS,2475.24,150,227.61,Empresarial
ACC-01307,52,SP,4490.18,4181,124.44,Digital
ACC-01308,68,SP,4391.93,3581,488.08,Alta renda
ACC-01309,42,MG,3144.05,4724,231.88,Varejo
ACC-01310,66,RJ,1207.4,4343,127.21,Digital
ACC-01311,19,DF,1528.46,1204,196.34,Digital
ACC-01312,42,MG,4880.57,3685,371.5,Alta renda
ACC-01313,52,RS,3532.46,2231,143.91,Digital
ACC-01314,62,SP,3116.28,4928,311.51,Alta renda
ACC-01315,77,SP,2357.19,729,201.89,Varejo
ACC-01316,48,DF,3878.11,3755,220.33,Alta renda
ACC-01317,26,BA,5303.38,2070,628.7,Alta renda
ACC-01318,51,BA,12216.73,1988,1746.04,Digital
ACC-01319,32,SP,3639.74,4702,456.99,Varejo
ACC-01320,28,BA,3283.15,2633,433.34,Empresarial
ACC-01321,72,RJ,4391.03,2288,429.72,Digital
ACC-01322,48,SP,7838.13,277,1083.2,Alta renda
ACC-01323,61,RJ,16445.82,1100,2523.85,Varejo
ACC-01324,28,RS,5310.61,4111,491.95,Varejo
ACC-01325,56,RJ,1457.01,1931,169.95,Digital
ACC-01326,67,MG,3764.46,2085,161.44,Varejo
ACC-01327,22,GO,1776.31,1254,202.71,Digital
ACC-01328,26,SP,1987.19,2156,243.13,Varejo
ACC-01329,64,MG,11995.43,2015,1579.02,Alta renda
ACC-01330,49,SP,2966.39,3236,474.58,Alta renda
ACC-01331,43,RS,2340.64,472,344.47,Digital
ACC-01332,66,RJ,9057.18,1883,382.89,Digital
ACC-01333,36,BA,3922.3,3308,370.63,Digital
ACC-01334,73,MG,1790.82,2992,189.21,Varejo
ACC-01335,67,MG,3884.63,698,127.27,Varejo
ACC-01336,55,GO,1513.17,4349,218.71,Varejo
ACC-01337,74,SC,2144.33,1525,339.84,Empresarial
ACC-01338,43,SP,4229.5,1491,268.83,Digital
ACC-01339,22,PE,717.96,4550,35.0,Digital
ACC-01340,46,SP,5965.34,3015,912.72,Alta renda
ACC-01341,76,MG,4427.48,4038,360.16,Empresarial
ACC-01342,72,SP,6482.88,1237,421.36,Varejo
ACC-01343,59,SP,2918.46,2069,117.37,Varejo
ACC-01344,68,SP,4948.59,3074,727.87,Empresarial
ACC-01345,43,RS,1984.58,2771,77.09,Digital
ACC-01346,48,DF,2070.53,4593,237.9,Varejo
ACC-01347,71,SC,4031.15,3941,202.61,Varejo
ACC-01348,73,SP,3839.31,1986,246.59,Digital
ACC-01349,70,PR,3750.85,1474,465.27,Varejo
ACC-01350,35,MG,9070.02,154,1201.27,Empresarial
ACC-01351,45,SP,3161.53,3966,190.43,Varejo
ACC-01352,22,RS,5056.0,1151,299.03,Varejo
ACC-01353,61,PE,4723.14,1324,308.19,Digital
ACC-01354,76,SP,4187.15,2692,403.91,Varejo
ACC-01355,64,SC,4939.12,508,505.3,Varejo
ACC-01356,69,RJ,1227.75,1805,151.17,Varejo
ACC-01357,37,SP,2637.92,3463,103.26,Digital
ACC-01358,52,DF,7734.73,2696,848.63,Varejo
ACC-01359,50,SP,3124.98,1032,161.82,Alta renda
ACC-01360,20,MG,5947.82,3209,344.85,Varejo
ACC-01361,72,PR,5135.86,1829,147.59,Varejo
ACC-01362,58,BA,524.15,726,35.0,Alta renda
ACC-01363,21,RJ,1615.05,4354,130.67,Varejo
ACC-01364,57,BA,2454.47,1254,196.57,Alta renda
ACC-01365,37,SP,2429.84,608,129.19,Varejo
ACC-01366,26,DF,2824.6,2739,444.89,Varejo
ACC-01367,69,MG,2855.51,3939,420.8,Empresarial
ACC-01368,31,SP,2226.63,746,252.74,Digital
ACC-01369,51,DF,2451.42,3232,124.09,Digital
ACC-01370,34,BA,1062.3,3626,79.15,Varejo
ACC-01371,59,PR,13300.27,3755,1380.81,Varejo
ACC-01372,73,RS,9305.28,2594,272.83,Varejo
ACC-01373,61,SC,6658.87,2507,424.75,Digital
ACC-01374,22,SP,3570.56,3247,203.34,Alta renda
ACC-01375,22,BA,2085.49,388,65.12,Varejo
ACC-01376,22,SP,18344.64,818,1572.6,Varejo
ACC-01377,34,SP,2041.88,3918,293.31,Digital
ACC-01378,34,SP,9538.41,4682,735.27,Varejo
ACC-01379,60,DF,4601.41,1046,604.53,Varejo
ACC-01380,45,SP,2081.35,4884,246.94,Empresarial
ACC-01381,40,SP,2213.21,1108,224.13,Alta renda
ACC-01382,41,RJ,2862.01,3284,236.78,Varejo
ACC-01383,77,MG,2505.83,2204,168.43,Varejo
ACC-01384,39,SC,1499.61,1860,198.46,Digital
ACC-01385,29,RS,4952.74,4274,315.24,Varejo
ACC-01386,55,SC,2069.33,3590,60.45,Varejo
ACC-01387,49,GO,6170.01,1514,674.07,Varejo
ACC-01388,38,SP,3346.23,1670,531.79,Digital
ACC-01389,24,PE,4121.73,3570,506.87,Varejo
ACC-01390,51,RJ,4050.9,3298,347.17,Varejo
ACC-01391,58,MG,2919.93,3852,412.1,Digital
ACC-01392,48,SP,3525.71,2130,499.27,Alta renda
ACC-01393,49,RJ,4203.22,2099,392.92,Digital
ACC-01394,41,BA,16856.61,3214,1249.39,Varejo
ACC-01395,37,RJ,1627.99,1101,83.49,Varejo
ACC-01396,29,MG,2376.98,4523,293.43,Varejo
ACC-01397,57,DF,2915.94,2559,136.82,Varejo
ACC-01398,26,GO,1653.35,1305,99.17,Varejo
ACC-01399,73,SP,1572.99,2930,170.43,Varejo
ACC-01400,35,RJ,1361.9,2666,148.06,Varejo
ACC-01401,77,SP,3576.9,1869,568.81,Varejo
ACC-01402,71,SP,2618.46,1585,100.34,Empresarial
ACC-01403,37,SP,4131.91,2626,455.12,Digital
ACC-01404,76,BA,1462.32,4511,161.77,Digital
ACC-01405,22,RS,2070.65,49,189.36,Varejo
ACC-01406,24,SP,6679.84,4747,701.75,Empresarial
ACC-01407,31,SP,6014.62,4943,687.14,Alta renda
ACC-01408,73,SP,1338.63,1646,205.97,Alta renda
ACC-01409,77,RJ,6304.39,2625,500.7,Digital
ACC-01410,36,SP,2577.16,3667,175.18,Alta renda
ACC-01411,62,SP,1790.16,2044,105.92,Varejo
ACC-01412,31,DF,5895.16,1227,204.89,Digital
ACC-01413,32,SP,6584.1,4190,860.7,Varejo
ACC-01414,23,SP,726.11,2527,50.19,Varejo
ACC-01415,41,RS,6416.93,1389,626.12,Digital
ACC-01416,29,SP,2639.46,3334,302.25,Digital
ACC-01417,43,SP,2591.08,924,179.92,Digital
ACC-01418,24,SP,2852.23,3624,291.26,Varejo
ACC-01419,74,MG,7270.0,1943,646.15,Varejo
ACC-01420,35,SP,8188.21,4691,444.31,Varejo
ACC-01421,29,MG,4478.91,1439,262.34,Varejo
ACC-01422,76,MG,5955.71,2528,821.27,Digital
ACC-01423,40,RJ,14264.5,3659,1414.79,Varejo
ACC-01424,72,SP,3523.99,2222,280.52,Alta renda
ACC-01425,67,RJ,1845.86,1952,70.84,Empresarial
ACC-01426,65,RS,5008.06,3256,196.89,Digital
ACC-01427,44,DF,5627.6,3424,411.11,Varejo
ACC-01428,63,SP,3218.58,2175,358.79,Empresarial
ACC-01429,35,PR,3150.0,3464,130.85,Varejo
ACC-01430,46,PR,14377.41,4661,1677.65,Varejo
ACC-01431,30,GO,3022.1,2261,90.53,Varejo
ACC-01432,35,PR,2001.76,4036,209.61,Varejo
ACC-01433,58,MG,626.39,1492,45.79,Varejo
ACC-01434,43,SP,6089.39,2328,184.9,Varejo
ACC-01435,72,RJ,8182.01,3983,1148.77,Digital
ACC-01436,54,BA,1676.98,2988,116.23,Varejo
ACC-01437,48,SP,5234.21,722,805.88,Varejo
ACC-01438,49,GO,2881.46,923,80.72,Varejo
ACC-01439,38,MG,3751.24,77,486.53,Alta renda
ACC-01440,50,RJ,2455.69,3066,388.57,Varejo
ACC-01441,37,DF,3575.47,69,313.09,Varejo
ACC-01442,37,BA,6320.79,4641,651.98,Varejo
ACC-01443,27,SP,2592.18,4855,280.15,Alta renda
ACC-01444,27,MG,2325.16,3861,125.32,Varejo
